CupomID;ProdutoID;Produto;Categoria;Quantidade;Valor;Custo;Lucro
10395;46;Rodbye Troje;Babywear;28;357.9;269.4;88.5
10395;53;Jumpin Jack Flash Dress;Womens wear;70;5109.72;3846.23;1263.49
10395;69;Racing Truck  Socks;Sportwear;8;14.96;12.39;2.57
10396;23;DSW;Womens Footwear;40;344.0;284.83;59.17
10396;71;Atles Lussekofta;Mens Clothes;60;1780.2;1474.01;306.19
10396;72;Rossi Shorts;Bath Clothes;21;230.16;190.57;39.59
10397;21;Basket Shoes;Sportwear;10;123.17;88.68;34.49
10397;51;Snake Boots;Mens Footwear;18;2089.04;1504.11;584.93
10398;35;LA. Shorts;Bath Clothes;30;163.5;146.39;17.11
10398;55;Feiss Fleece Trousers;Sportwear;120;4935.48;3715.07;1220.41
10399;68;Cap;Sportwear;60;794.4;693.51;100.89
10399;71;Atles Lussekofta;Mens Clothes;30;829.8;687.07;142.73
10399;76;Minnki Pälsii;Womens wear;35;13366.85;11067.75;2299.1
10399;77;Skirt;Womens wear;14;168.14;139.22;28.92
10400;29;Davenport;Mens Footwear;21;2554.65;2115.25;439.4
10400;35;LA. Shorts;Bath Clothes;35;203.0;168.08;34.92
10400;49;Finnish Sport Blades;Sportwear;30;646.5;563.2;83.3
10401;30;Baby Dark Lounge Suit;Babywear;18;469.26;388.55;80.71
10401;56;High Heels Shoes;Womens Footwear;70;2804.2;2556.24;247.96
10401;65;Stretch oui-pants;Womens wear;20;181.2;150.03;31.17
10401;71;Atles Lussekofta;Mens Clothes;60;1823.4;1509.78;313.62
10402;23;DSW;Womens Footwear;60;544.2;450.6;93.6
10402;63;Serve-Shirt;Womens wear;65;1231.1;1019.35;211.75
10403;16;Wimbledon T-Shirt;Sportwear;21;245.12;176.49;68.63
10403;48;Root Boot;Mens Footwear;70;2562.32;1844.87;717.45
10404;26;Bike Helmet;Sportwear;30;1068.8;842.82;225.97
10404;42;Balett Shoes;Womens Footwear;40;561.54;442.81;118.73
10404;49;Finnish Sport Blades;Sportwear;30;624.33;492.33;132.0
10405;3;Chantell Shirt;Womens wear;50;924.0;791.66;132.34
10406;1;Lenin Jeansshorts;Mens Clothes;10;197.6;163.61;33.99
10406;21;Basket Shoes;Sportwear;30;346.83;277.3;69.53
10406;28;RDL Suit;Childrens wear;42;2187.11;1646.3;540.81
10406;36;Mehmet-Tröja;Babywear;5;43.34;32.62;10.72
10406;40;Duck Trousers;Babywear;2;41.65;31.35;10.3
10407;11;Desperado Jeans;Mens Clothes;30;765.6;633.92;131.68
10407;69;Racing Truck  Socks;Sportwear;15;31.65;26.21;5.44
10407;71;Atles Lussekofta;Mens Clothes;15;484.95;401.54;83.41
10408;37;Mehmet-Skor;Babywear;10;39.2;32.46;6.74
10408;54;Patamonia Fleece Jacket;Sportwear;6;204.54;169.36;35.18
10408;62;Sheat Shoes;Sportwear;35;1088.85;901.57;187.28
10409;14;Kool Sunglasses;Childrens wear;12;294.96;244.23;50.73
10409;21;Basket Shoes;Sportwear;12;131.52;108.9;22.62
10410;33;Car Boots;Sportwear;49;1272.04;1053.25;218.79
10410;59;Rasta WCT;Sportwear;16;149.12;123.47;25.65
10411;41;Duck Shirt;Babywear;25;277.2;191.27;85.93
10411;44;Okkaba Skin Jackets;Womens wear;40;3298.56;2276.01;1022.55
10411;59;Rasta WCT;Sportwear;9;98.93;68.26;30.67
10412;14;Kool Sunglasses;Childrens wear;20;560.78;422.11;138.67
10413;1;Lenin Jeansshorts;Mens Clothes;24;504.24;417.51;86.73
10413;62;Sheat Shoes;Sportwear;40;1214.8;1005.85;208.95
10413;76;Minnki Pälsii;Womens wear;14;5809.44;4810.22;999.22
10414;19;Squash Shorts;Sportwear;18;166.32;131.16;35.16
10414;33;Car Boots;Sportwear;50;1290.5;1107.48;183.02
10415;17;TieBreak Tennis shoes;Mens Footwear;2;45.34;37.54;7.8
10415;33;Car Boots;Sportwear;20;516.8;464.81;51.99
10416;19;Squash Shorts;Sportwear;20;187.6;155.45;32.15
10416;53;Jumpin Jack Flash Dress;Womens wear;10;553.2;458.05;95.15
10416;57;Burned Rubber Shoes;Womens Footwear;20;374.8;310.33;64.47
10417;38;Le Baby Dress;Womens wear;50;3960.5;3292.62;667.88
10417;46;Rodbye Troje;Babywear;2;31.55;20.9;10.65
10417;68;Cap;Sportwear;36;565.2;374.39;190.81
10417;77;Skirt;Womens wear;35;465.5;385.43;80.07
10418;2;Mr X Trousers;Mens Clothes;60;1164.6;964.29;200.31
10418;47;Lundenhagen Boots;Mens Footwear;55;1410.75;1168.1;242.65
10418;61;Adihash Running Shoe;Sportwear;16;388.8;321.93;66.87
10418;74;Nikee Running Shoes;Childrens wear;15;463.65;383.9;79.75
10419;60;Game Over T-Shirt;Sportwear;60;289.17;228.03;61.14
10419;69;Racing Truck  Socks;Sportwear;20;39.27;32.65;6.62
10420;9;Fuji Boots;Mens Footwear;20;806.96;607.42;199.54
10420;13;Aino Shoes;Babywear;2;59.14;44.51;14.62
10420;70;US-Master Jeans;Mens Clothes;8;276.06;207.79;68.26
10420;73;Mehmet-Napp;Babywear;20;23.76;17.88;5.88
10421;19;Squash Shorts;Sportwear;4;42.04;30.27;11.77
10421;26;Bike Helmet;Sportwear;30;955.8;791.4;164.4
10421;53;Jumpin Jack Flash Dress;Womens wear;15;964.28;694.28;270.0
10421;77;Skirt;Womens wear;10;138.35;104.83;33.52
10422;26;Bike Helmet;Sportwear;2;56.66;46.91;9.75
10423;31;Rossi Bermuda Shorts;Bath Clothes;14;107.66;89.14;18.52
10423;59;Rasta WCT;Sportwear;20;178.4;147.72;30.68
10424;35;LA. Shorts;Bath Clothes;60;399.6;275.72;123.88
10424;38;Le Baby Dress;Womens wear;49;5068.56;3497.31;1571.25
10424;68;Cap;Sportwear;30;450.72;324.65;126.07
10425;55;Feiss Fleece Trousers;Sportwear;10;450.5;298.41;152.09
10425;76;Minnki Pälsii;Womens wear;20;9035.75;5985.28;3050.47
10426;56;High Heels Shoes;Womens Footwear;5;181.45;150.24;31.21
10426;64;WFS shoes;Womens Footwear;7;233.24;193.12;40.12
10427;14;Kool Sunglasses;Childrens wear;35;851.55;706.9;144.65
10428;46;Rodbye Troje;Babywear;20;241.4;199.88;41.52
10429;50;Finnish Swimsuit;Sportwear;40;686.0;568.01;117.99
10429;63;Serve-Shirt;Womens wear;35;951.56;630.32;321.25
10430;17;TieBreak Tennis shoes;Mens Footwear;45;1217.16;839.84;377.32
10430;21;Basket Shoes;Sportwear;50;513.0;424.76;88.24
10430;56;High Heels Shoes;Womens Footwear;30;1087.5;900.45;187.05
10430;59;Rasta WCT;Sportwear;70;719.04;496.14;222.9
10431;17;TieBreak Tennis shoes;Mens Footwear;50;1585.63;1050.32;535.31
10431;40;Duck Trousers;Babywear;50;1118.75;741.06;377.69
10431;47;Lundenhagen Boots;Mens Footwear;30;1012.13;670.43;341.69
10432;26;Bike Helmet;Sportwear;10;300.4;248.73;51.67
10432;54;Patamonia Fleece Jacket;Sportwear;40;1364.8;1130.05;234.75
10433;56;High Heels Shoes;Womens Footwear;28;1072.68;888.18;184.5
10434;11;Desperado Jeans;Mens Clothes;6;156.78;129.81;26.97
10434;76;Minnki Pälsii;Womens wear;18;8931.84;6430.93;2500.92
10435;2;Mr X Trousers;Mens Clothes;10;200.5;166.01;34.49
10435;22;Ravellis Träskor;Womens Footwear;12;45.0;37.26;7.74
10435;72;Rossi Shorts;Bath Clothes;10;126.0;104.33;21.67
10436;46;Rodbye Troje;Babywear;5;64.25;53.2;11.05
10436;56;High Heels Shoes;Womens Footwear;40;1661.44;1250.61;410.83
10436;64;WFS shoes;Womens Footwear;30;1199.22;902.69;296.53
10436;75;Bow tie;Mens Clothes;24;189.55;142.68;46.87
10437;53;Jumpin Jack Flash Dress;Womens wear;15;872.55;722.47;150.08
10438;19;Squash Shorts;Sportwear;15;171.36;118.24;53.12
10438;34;Baywatch Bikkini;Bath Clothes;20;179.52;123.87;55.65
10438;57;Burned Rubber Shoes;Womens Footwear;15;365.4;252.13;113.27
10439;12;Tiny Winy Hot Bikini;Bath Clothes;15;153.3;126.93;26.37
10439;16;Wimbledon T-Shirt;Sportwear;16;159.68;132.22;27.46
10439;64;WFS shoes;Womens Footwear;6;210.12;173.98;36.14
10439;74;Nikee Running Shoes;Childrens wear;30;985.5;815.99;169.51
10440;2;Mr X Trousers;Mens Clothes;45;1046.39;753.4;292.99
10440;16;Wimbledon T-Shirt;Sportwear;49;520.67;374.89;145.79
10440;29;Davenport;Mens Footwear;24;3564.54;2566.47;998.07
10440;61;Adihash Running Shoe;Sportwear;90;2685.83;1933.79;752.03
10441;27;Tracksuit;Sportwear;50;2212.5;1831.95;380.55
10442;11;Desperado Jeans;Mens Clothes;30;919.2;761.1;158.1
10442;54;Patamonia Fleece Jacket;Sportwear;80;2913.6;2412.46;501.14
10442;66;Langoste Shirt;Womens wear;60;1168.8;967.77;201.03
10443;11;Desperado Jeans;Mens Clothes;6;192.31;132.7;59.62
10443;28;RDL Suit;Childrens wear;12;522.24;432.41;89.83
10444;17;TieBreak Tennis shoes;Mens Footwear;10;270.0;223.56;46.44
10444;26;Bike Helmet;Sportwear;15;464.55;384.65;79.9
10444;35;LA. Shorts;Bath Clothes;8;45.6;37.76;7.84
10444;41;Duck Shirt;Babywear;30;275.7;228.28;47.42
10445;39;Terence Top;Womens wear;6;351.42;290.98;60.44
10445;54;Patamonia Fleece Jacket;Sportwear;15;529.8;445.45;84.35
10446;19;Squash Shorts;Sportwear;12;122.23;92.01;30.22
10446;24;Samba Socker  Socks;Mens Clothes;20;92.62;69.72;22.9
10446;31;Rossi Bermuda Shorts;Bath Clothes;3;27.29;20.54;6.75
10446;52;Small Crocodile Boots;Womens Footwear;15;1266.54;953.36;313.18
10447;19;Squash Shorts;Sportwear;40;341.2;282.51;58.69
10447;65;Stretch oui-pants;Womens wear;35;366.8;303.71;63.09
10447;71;Atles Lussekofta;Mens Clothes;2;57.08;47.26;9.82
10448;26;Bike Helmet;Sportwear;6;195.18;161.61;33.57
10448;40;Duck Trousers;Babywear;20;373.0;308.84;64.16
10449;10;Sapporoo Gloves;Babywear;14;97.86;81.03;16.83
10449;52;Small Crocodile Boots;Womens Footwear;20;1759.6;1456.95;302.65
10449;62;Sheat Shoes;Sportwear;35;1044.4;892.94;151.46
10450;10;Sapporoo Gloves;Babywear;20;183.36;127.5;55.86
10450;54;Patamonia Fleece Jacket;Sportwear;6;253.58;174.97;78.61
10451;55;Feiss Fleece Trousers;Sportwear;120;5283.96;3977.38;1306.58
10451;64;WFS shoes;Womens Footwear;35;1383.69;1041.54;342.15
10451;65;Stretch oui-pants;Womens wear;28;328.33;247.14;81.19
10451;77;Skirt;Womens wear;55;756.86;569.71;187.15
10452;28;RDL Suit;Childrens wear;15;736.35;609.7;126.65
10452;44;Okkaba Skin Jackets;Womens wear;100;8495.55;6699.35;1796.2
10453;48;Root Boot;Mens Footwear;15;592.35;445.88;146.47
10453;70;US-Master Jeans;Mens Clothes;25;836.83;629.9;206.92
10454;16;Wimbledon T-Shirt;Sportwear;20;213.12;147.05;66.07
10454;33;Car Boots;Sportwear;20;668.88;461.53;207.35
10454;46;Rodbye Troje;Babywear;10;143.64;99.11;44.53
10455;39;Terence Top;Womens wear;20;1297.8;1074.58;223.22
10455;53;Jumpin Jack Flash Dress;Womens wear;50;3115.5;2579.63;535.87
10455;61;Adihash Running Shoe;Sportwear;25;668.75;553.72;115.02
10455;71;Atles Lussekofta;Mens Clothes;30;835.5;691.79;143.71
10456;21;Basket Shoes;Sportwear;40;422.74;336.0;86.74
10456;49;Finnish Sport Blades;Sportwear;21;484.93;349.15;135.78
10457;59;Rasta WCT;Sportwear;36;282.6;248.16;34.44
10458;26;Bike Helmet;Sportwear;30;846.3;700.74;145.56
10458;28;RDL Suit;Childrens wear;30;1445.7;1197.04;248.66
10458;43;Summer Shorts;Bath Clothes;20;252.8;217.88;34.92
10458;56;High Heels Shoes;Womens Footwear;15;604.8;500.77;104.03
10458;71;Atles Lussekofta;Mens Clothes;50;1502.0;1243.66;258.34
10459;7;Conserve Shoes;Childrens wear;16;655.87;517.2;138.67
10459;46;Rodbye Troje;Babywear;20;251.58;198.39;53.19
10459;72;Rossi Shorts;Bath Clothes;40;512.4;424.27;88.13
10460;68;Cap;Sportwear;21;310.54;205.7;104.84
10460;75;Bow tie;Mens Clothes;4;39.6;26.23;13.37
10461;21;Basket Shoes;Sportwear;40;493.0;326.56;166.44
10461;30;Baby Dark Lounge Suit;Babywear;28;955.15;632.69;322.46
10461;55;Feiss Fleece Trousers;Sportwear;60;2643.0;1750.72;892.28
10462;13;Aino Shoes;Babywear;1;27.09;22.43;4.66
10462;23;DSW;Womens Footwear;21;178.5;156.15;22.35
10463;19;Squash Shorts;Sportwear;21;203.07;168.14;34.93
10463;42;Balett Shoes;Womens Footwear;50;743.0;615.2;127.8
10464;4;Oyaki Kimono;Womens wear;16;429.89;296.62;133.27
10464;43;Summer Shorts;Bath Clothes;3;33.54;27.77;5.77
10464;56;High Heels Shoes;Womens Footwear;30;1417.32;977.95;439.37
10464;60;Game Over T-Shirt;Sportwear;20;103.6;85.78;17.82
10465;24;Samba Socker  Socks;Mens Clothes;25;110.25;91.29;18.96
10465;29;Davenport;Mens Footwear;18;2646.86;2087.2;559.66
10465;40;Duck Trousers;Babywear;20;387.0;320.44;66.56
10465;45;Danske Treshoe;Mens Footwear;30;339.57;255.6;83.97
10465;50;Finnish Swimsuit;Sportwear;25;378.25;313.19;65.06
10466;11;Desperado Jeans;Mens Clothes;10;257.3;217.89;39.41
10466;46;Rodbye Troje;Babywear;5;59.25;49.06;10.19
10467;24;Samba Socker  Socks;Mens Clothes;28;128.8;116.14;12.66
10467;25;Basket Vest;Sportwear;12;161.52;146.0;15.52
10468;30;Baby Dark Lounge Suit;Babywear;8;188.4;156.0;32.4
10468;43;Summer Shorts;Bath Clothes;15;173.85;143.95;29.9
10469;2;Mr X Trousers;Mens Clothes;40;807.76;581.59;226.17
10469;16;Wimbledon T-Shirt;Sportwear;35;384.79;277.05;107.74
10469;44;Okkaba Skin Jackets;Womens wear;2;156.81;112.91;43.91
10470;18;Deuce shirt;Babywear;30;755.7;654.32;101.38
10470;23;DSW;Womens Footwear;15;133.65;110.66;22.99
10470;64;WFS shoes;Womens Footwear;8;291.12;241.05;50.07
10471;7;Conserve Shoes;Childrens wear;30;1192.2;1023.52;168.68
10471;56;High Heels Shoes;Womens Footwear;20;796.4;659.42;136.98
10472;24;Samba Socker  Socks;Mens Clothes;80;351.96;281.69;70.27
10472;51;Snake Boots;Mens Footwear;18;1632.42;1351.64;280.78
10473;33;Car Boots;Sportwear;12;319.08;264.2;54.88
10473;71;Atles Lussekofta;Mens Clothes;12;391.44;324.11;67.33
10474;14;Kool Sunglasses;Childrens wear;12;295.8;244.92;50.88
10474;28;RDL Suit;Childrens wear;18;789.66;653.84;135.82
10474;40;Duck Trousers;Babywear;21;374.22;309.85;64.37
10474;75;Bow tie;Mens Clothes;10;76.3;63.18;13.12
10475;31;Rossi Bermuda Shorts;Bath Clothes;35;374.73;269.8;104.92
10475;66;Langoste Shirt;Womens wear;60;1189.56;924.38;265.18
10475;76;Minnki Pälsii;Womens wear;42;20042.09;14430.3;5611.78
10476;55;Feiss Fleece Trousers;Sportwear;2;79.04;62.33;16.71
10476;70;US-Master Jeans;Mens Clothes;12;313.68;259.73;53.95
10477;1;Lenin Jeansshorts;Mens Clothes;15;316.65;262.19;54.46
10477;21;Basket Shoes;Sportwear;21;236.78;161.47;75.31
10477;39;Terence Top;Womens wear;20;1427.5;945.58;481.92
10478;10;Sapporoo Gloves;Babywear;20;138.6;109.3;29.3
10479;38;Le Baby Dress;Womens wear;30;2492.1;2063.46;428.64
10479;53;Jumpin Jack Flash Dress;Womens wear;28;1833.16;1517.86;315.3
10479;59;Rasta WCT;Sportwear;60;493.2;408.37;84.83
10479;64;WFS shoes;Womens Footwear;30;1044.9;865.18;179.72
10480;47;Lundenhagen Boots;Mens Footwear;30;780.3;646.09;134.21
10480;59;Rasta WCT;Sportwear;12;97.68;80.88;16.8
10481;49;Finnish Sport Blades;Sportwear;24;454.8;386.21;68.59
10481;60;Game Over T-Shirt;Sportwear;40;204.8;169.57;35.23
10482;40;Duck Trousers;Babywear;10;175.9;152.05;23.85
10483;34;Baywatch Bikkini;Bath Clothes;35;294.0;231.84;62.16
10483;77;Skirt;Womens wear;30;443.21;349.5;93.71
10484;21;Basket Shoes;Sportwear;14;134.12;111.05;23.07
10484;40;Duck Trousers;Babywear;10;184.0;152.35;31.65
10484;51;Snake Boots;Mens Footwear;3;272.88;225.94;46.94
10485;2;Mr X Trousers;Mens Clothes;20;383.68;288.81;94.87
10485;3;Chantell Shirt;Womens wear;20;476.96;359.02;117.94
10485;55;Feiss Fleece Trousers;Sportwear;30;1161.93;874.62;287.31
10485;70;US-Master Jeans;Mens Clothes;60;1768.8;1331.42;437.38
10486;11;Desperado Jeans;Mens Clothes;5;141.9;117.49;24.41
10486;51;Snake Boots;Mens Footwear;25;2421.25;2004.8;416.46
10486;74;Nikee Running Shoes;Childrens wear;16;439.84;364.19;75.65
10487;19;Squash Shorts;Sportwear;5;48.45;40.12;8.33
10487;26;Bike Helmet;Sportwear;30;1002.0;829.66;172.34
10487;54;Patamonia Fleece Jacket;Sportwear;24;1008.3;667.9;340.4
10488;59;Rasta WCT;Sportwear;30;264.0;218.59;45.41
10488;73;Mehmet-Napp;Babywear;20;29.04;20.04;9.0
10489;11;Desperado Jeans;Mens Clothes;15;529.5;350.74;178.76
10489;16;Wimbledon T-Shirt;Sportwear;18;159.84;132.35;27.49
10490;59;Rasta WCT;Sportwear;60;518.4;433.48;84.92
10490;68;Cap;Sportwear;30;398.7;341.68;57.02
10490;75;Bow tie;Mens Clothes;36;270.0;223.56;46.44
10491;44;Okkaba Skin Jackets;Womens wear;15;1420.37;1022.66;397.7
10491;77;Skirt;Womens wear;7;114.31;82.3;32.01
10492;25;Basket Vest;Sportwear;60;868.14;684.59;183.55
10492;42;Balett Shoes;Womens Footwear;20;290.22;254.23;35.99
10493;65;Stretch oui-pants;Womens wear;15;156.59;117.87;38.72
10493;66;Langoste Shirt;Womens wear;10;219.23;165.02;54.21
10493;69;Racing Truck  Socks;Sportwear;10;20.57;15.48;5.09
10494;56;High Heels Shoes;Womens Footwear;30;1061.1;878.59;182.51
10495;23;DSW;Womens Footwear;10;83.3;68.97;14.33
10495;41;Duck Shirt;Babywear;20;204.4;169.24;35.16
10495;77;Skirt;Womens wear;5;65.6;54.32;11.28
10496;31;Rossi Bermuda Shorts;Bath Clothes;20;171.57;135.3;36.27
10497;56;High Heels Shoes;Womens Footwear;14;579.46;479.79;99.67
10497;72;Rossi Shorts;Bath Clothes;25;278.0;230.18;47.82
10497;77;Skirt;Womens wear;25;303.0;250.88;52.12
10498;24;Samba Socker  Socks;Mens Clothes;14;68.6;56.8;11.8
10498;40;Duck Trousers;Babywear;5;90.0;74.52;15.48
10498;42;Balett Shoes;Womens Footwear;30;453.0;375.08;77.92
10499;28;RDL Suit;Childrens wear;20;872.8;772.15;100.65
10499;49;Finnish Sport Blades;Sportwear;25;476.5;394.54;81.96
10500;15;Sumi Underwear;Womens wear;12;81.02;63.89;17.13
10500;28;RDL Suit;Childrens wear;8;394.13;310.8;83.33
10501;54;Patamonia Fleece Jacket;Sportwear;20;755.8;687.42;68.38
10502;45;Danske Treshoe;Mens Footwear;21;210.0;173.88;36.12
10502;53;Jumpin Jack Flash Dress;Womens wear;6;400.98;332.01;68.97
10502;67;X-Dress;Womens wear;30;1899.6;1572.87;326.73
10503;14;Kool Sunglasses;Childrens wear;70;1743.7;1443.78;299.92
10503;65;Stretch oui-pants;Womens wear;20;197.4;181.11;16.29
10504;2;Mr X Trousers;Mens Clothes;12;246.0;203.69;42.31
10504;21;Basket Shoes;Sportwear;12;129.0;106.81;22.19
10504;53;Jumpin Jack Flash Dress;Womens wear;10;623.2;516.01;107.19
10504;61;Adihash Running Shoe;Sportwear;25;650.5;538.61;111.89
10505;62;Sheat Shoes;Sportwear;3;94.08;77.9;16.18
10506;25;Basket Vest;Sportwear;18;292.45;220.13;72.31
10506;70;US-Master Jeans;Mens Clothes;14;473.55;356.45;117.1
10507;43;Summer Shorts;Bath Clothes;15;196.82;141.71;55.11
10507;48;Root Boot;Mens Footwear;15;551.14;396.82;154.32
10508;13;Aino Shoes;Babywear;10;240.9;199.47;41.43
10508;39;Terence Top;Womens wear;10;640.2;530.09;110.11
10509;28;RDL Suit;Childrens wear;3;149.76;134.13;15.63
10510;29;Davenport;Mens Footwear;36;4764.24;3944.79;819.45
10510;75;Bow tie;Mens Clothes;36;312.44;235.19;77.26
10511;4;Oyaki Kimono;Womens wear;50;1371.95;987.8;384.15
10511;7;Conserve Shoes;Childrens wear;50;2442.6;1758.67;683.93
10511;8;Tuxedo;Womens wear;10;252.66;181.91;70.74
10512;24;Samba Socker  Socks;Mens Clothes;10;52.9;38.09;14.81
10512;46;Rodbye Troje;Babywear;9;129.89;93.52;36.37
10512;47;Lundenhagen Boots;Mens Footwear;6;183.89;132.4;51.49
10512;60;Game Over T-Shirt;Sportwear;12;72.45;52.16;20.29
10513;21;Basket Shoes;Sportwear;40;475.68;328.22;147.46
10513;32;Rossi Bikkini;Bath Clothes;50;1079.4;744.79;334.61
10513;61;Adihash Running Shoe;Sportwear;15;460.26;317.58;142.68
10514;20;Tennis Suit;Sportwear;39;3433.17;2842.66;590.51
10514;28;RDL Suit;Childrens wear;35;1618.05;1339.75;278.3
10514;56;High Heels Shoes;Womens Footwear;70;2674.7;2214.65;460.05
10514;65;Stretch oui-pants;Womens wear;39;429.0;361.39;67.61
10514;75;Bow tie;Mens Clothes;50;368.5;305.12;63.38
10515;9;Fuji Boots;Mens Footwear;16;773.72;557.08;216.64
10515;16;Wimbledon T-Shirt;Sportwear;50;434.0;359.35;74.65
10515;27;Tracksuit;Sportwear;120;5004.0;4143.31;860.69
10515;33;Car Boots;Sportwear;16;515.38;371.08;144.31
10515;60;Game Over T-Shirt;Sportwear;84;516.81;372.1;144.71
10516;18;Deuce shirt;Babywear;25;749.38;564.08;185.3
10516;41;Duck Shirt;Babywear;80;924.0;695.52;228.48
10516;42;Balett Shoes;Womens Footwear;20;291.4;261.39;30.01
10517;52;Small Crocodile Boots;Womens Footwear;6;512.94;424.71;88.23
10517;59;Rasta WCT;Sportwear;4;33.2;27.49;5.71
10517;70;US-Master Jeans;Mens Clothes;6;186.54;154.46;32.08
10518;24;Samba Socker  Socks;Mens Clothes;5;21.65;17.93;3.72
10518;38;Le Baby Dress;Womens wear;15;1150.35;952.49;197.86
10518;44;Okkaba Skin Jackets;Womens wear;9;691.29;572.39;118.9
10519;10;Sapporoo Gloves;Babywear;16;126.84;100.02;26.82
10519;56;High Heels Shoes;Womens Footwear;40;1629.2;1348.98;280.22
10519;60;Game Over T-Shirt;Sportwear;10;53.66;42.31;11.34
10520;24;Samba Socker  Socks;Mens Clothes;8;37.44;31.0;6.44
10520;53;Jumpin Jack Flash Dress;Womens wear;5;284.5;235.57;48.93
10521;35;LA. Shorts;Bath Clothes;3;18.72;15.5;3.22
10521;41;Duck Shirt;Babywear;10;96.3;79.74;16.56
10521;68;Cap;Sportwear;6;76.68;63.49;13.19
10522;1;Lenin Jeansshorts;Mens Clothes;40;1038.24;716.39;321.85
10522;8;Tuxedo;Womens wear;24;502.32;415.92;86.4
10522;30;Baby Dark Lounge Suit;Babywear;20;621.12;428.57;192.55
10522;40;Duck Trousers;Babywear;25;547.5;377.78;169.72
10523;17;TieBreak Tennis shoes;Mens Footwear;25;672.38;506.12;166.26
10523;20;Tennis Suit;Sportwear;15;1385.01;1042.53;342.48
10523;37;Mehmet-Skor;Babywear;18;79.79;60.83;18.96
10523;41;Duck Shirt;Babywear;6;68.64;51.67;16.97
10524;10;Sapporoo Gloves;Babywear;2;14.98;12.4;2.58
10524;30;Baby Dark Lounge Suit;Babywear;10;272.5;225.63;46.87
10524;43;Summer Shorts;Bath Clothes;60;780.0;645.84;134.16
10524;54;Patamonia Fleece Jacket;Sportwear;15;513.45;425.14;88.31
10525;36;Mehmet-Tröja;Babywear;30;219.3;195.85;23.45
10525;40;Duck Trousers;Babywear;15;304.59;229.27;75.32
10526;1;Lenin Jeansshorts;Mens Clothes;8;179.68;129.37;50.31
10526;13;Aino Shoes;Babywear;10;262.4;217.27;45.13
10526;56;High Heels Shoes;Womens Footwear;30;1438.31;1035.58;402.73
10527;4;Oyaki Kimono;Womens wear;50;1294.15;1038.55;255.6
10527;36;Mehmet-Tröja;Babywear;30;277.2;208.66;68.54
10528;11;Desperado Jeans;Mens Clothes;3;88.11;72.96;15.15
10528;33;Car Boots;Sportwear;8;261.41;180.37;81.04
10528;72;Rossi Shorts;Bath Clothes;9;95.94;79.44;16.5
10529;55;Feiss Fleece Trousers;Sportwear;14;517.58;428.56;89.02
10529;68;Cap;Sportwear;20;274.6;227.37;47.23
10529;69;Racing Truck  Socks;Sportwear;10;20.6;17.06;3.54
10530;17;TieBreak Tennis shoes;Mens Footwear;40;968.0;801.5;166.5
10530;43;Summer Shorts;Bath Clothes;25;272.75;225.84;46.91
10530;61;Adihash Running Shoe;Sportwear;20;554.2;448.9;105.3
10530;76;Minnki Pälsii;Womens wear;50;19557.5;15841.58;3715.92
10531;59;Rasta WCT;Sportwear;2;15.8;12.8;3.0
10532;30;Baby Dark Lounge Suit;Babywear;15;369.9;299.62;70.28
10532;66;Langoste Shirt;Womens wear;24;449.28;363.92;85.36
10533;4;Oyaki Kimono;Womens wear;50;1061.03;818.5;242.52
10533;72;Rossi Shorts;Bath Clothes;24;264.72;214.42;50.3
10533;73;Mehmet-Napp;Babywear;24;25.7;19.83;5.88
10534;30;Baby Dark Lounge Suit;Babywear;10;263.1;213.11;49.99
10534;40;Duck Trousers;Babywear;10;221.76;149.69;72.07
10534;54;Patamonia Fleece Jacket;Sportwear;10;443.4;299.3;144.1
10535;11;Desperado Jeans;Mens Clothes;50;1556.5;1146.15;410.35
10535;40;Duck Trousers;Babywear;10;213.4;157.14;56.26
10535;57;Burned Rubber Shoes;Womens Footwear;5;112.09;82.54;29.55
10535;59;Rasta WCT;Sportwear;15;126.39;93.07;33.32
10536;12;Tiny Winy Hot Bikini;Bath Clothes;15;181.88;117.86;64.02
10536;31;Rossi Bermuda Shorts;Bath Clothes;20;178.2;144.34;33.86
10536;33;Car Boots;Sportwear;30;692.4;560.84;131.56
10536;60;Game Over T-Shirt;Sportwear;35;213.06;138.06;75.0
10537;31;Rossi Bermuda Shorts;Bath Clothes;30;240.0;194.4;45.6
10537;51;Snake Boots;Mens Footwear;6;552.84;447.8;105.04
10537;58;Ga-Ga Dress;Babywear;20;1043.4;845.15;198.25
10537;72;Rossi Shorts;Bath Clothes;21;233.52;189.15;44.37
10537;73;Mehmet-Napp;Babywear;9;9.36;7.58;1.78
10538;70;US-Master Jeans;Mens Clothes;7;212.52;172.14;40.38
10538;72;Rossi Shorts;Bath Clothes;1;11.58;9.38;2.2
10539;13;Aino Shoes;Babywear;8;199.12;161.29;37.83
10539;21;Basket Shoes;Sportwear;15;163.65;132.56;31.09
10539;33;Car Boots;Sportwear;15;414.6;335.83;78.77
10539;49;Finnish Sport Blades;Sportwear;6;125.4;102.26;23.14
10540;3;Chantell Shirt;Womens wear;60;1146.0;928.26;217.74
10540;26;Bike Helmet;Sportwear;40;1368.4;1108.4;260.0
10540;38;Le Baby Dress;Womens wear;30;2527.2;2047.03;480.17
10540;68;Cap;Sportwear;35;456.4;369.68;86.72
10541;24;Samba Socker  Socks;Mens Clothes;35;162.47;119.64;42.83
